5000,8327.755000
5000,7151.494000
5000,5600.925000
5000,5959.346000
5000,5971.397000
5000,5660.865000
5000,5117.414000
5000,5565.492000
5000,5944.846000
5000,5521.768000
5000,6695.623000
5000,7217.851000
5000,5466.747000
5000,7020.501000
5000,7606.680000
5000,8374.112000
5000,7486.314000
5000,6386.657000
5000,7462.127000
5000,7026.433000
5000,7367.612000
5000,8101.047000
5000,6074.027000
5000,6474.144000
5000,6580.066000
5000,6809.139000
5000,6178.476000
5000,5299.489000
5000,5548.274000
5000,6450.942000
5000,7218.553000
5000,7199.018000
5000,7439.944000
5000,7433.623000
5000,7666.393000
5000,5951.956000
5000,5637.712000
5000,6641.212000
5000,5876.600000
5000,5654.118000
5000,4962.847000
5000,5871.405000
5000,4730.827000
5000,5773.898000
5000,5320.299000
5000,5579.626000
5000,5887.391000
5000,5415.741000
5000,5546.295000
5000,6071.174000
5000,6049.129000
5000,6197.335000
5000,6554.561000
5000,4540.493000
5000,5973.504000
5000,5295.829000
5000,5407.772000
5000,5624.151000
5000,4837.909000
5000,5715.779000
5000,4783.641000
5000,5676.211000
5000,6341.956000
5000,5870.697000
5000,5646.630000
5000,5745.347000
5000,5575.508000
5000,6701.930000
5000,4700.880000
5000,5224.624000
5000,4576.477000
5000,5928.990000
5000,5568.532000
5000,5674.165000
5000,5204.250000
5000,4988.846000
5000,5223.102000
5000,5663.413000
5000,5170.230000
5000,6301.634000
5000,5723.500000
5000,5601.338000
5000,5343.640000
5000,6405.759000
5000,4749.639000
5000,5186.865000
5000,5590.302000
5000,4700.430000
5000,5313.935000
5000,5004.189000
5000,4992.717000
5000,4707.281000
5000,4100.282000
5000,5603.212000
5000,6215.855000
5000,5797.848000
5000,5556.870000
5000,6072.676000
5000,4998.420000
